"Komisi","SKPD","Kegiatan","Perubahan.Baru","PembahasanDPRD.Tambah.P","PembahasanDPRD.Kurang.P","PembahasanDPRD.Baru.P"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl. H. Jukih  Rw 04 Lubang Buaya","92731871","NA","NA","92731871"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl. Kramat II dan  Jl. Kramat III  Rw 010 Lubang Buaya  Cipayung Jakarta Timur","92524252","NA","NA","92524252"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl. Masjid Al - hikmah Rw 04 Lubang Buaya","92734153","NA","NA","92734153"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl. Pucung di Rw.04 dan Rw.02 Kel.Bale Kambang Kramat Jati,Jakarta Timur","81372495","NA","NA","81372495"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl. Sadar II Rw.06 Lubang Buaya Cipayung","92749811","NA","NA","92749811"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran RW 06 Kel. Pulogebang ","79961168","NA","NA","79961168"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Cijantung ( RW. 03, 04)","125546534","NA","NA","125546534"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Cipinang (RW. 011, 017)","140367761","NA","NA","140367761"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Ciracas ( RW. 03, 010) (Tidak Terbayarkan)","132100510","NA","NA","132100510"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Jati ( RW. 03, 04, 05) (Tidak Terbayarkan)","166239416","NA","NA","166239416"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Jatinegara Kaum ( RW. 01, 02) (Tidak Terbayarkan)","174931553","NA","NA","174931553"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Penggilingan  ( RW. 01, 014, 017) (Tidak Terbayarkan)","112886651","NA","NA","112886651"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan & Saluran di Kel. Utan Kayu Selatan ( RW 08, 09, 012 ) ","272787105","NA","NA","272787105"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan 355 Meter di Jl. Perintis I Rt 011/01 Kel. Cipayung Kec. Cipayung","60147606","NA","NA","60147606"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Bina Marga Dan Bina Marga 3 RT 005/002 Kel. Lubang Buaya Kec. Cipayung","54098152","NA","NA","54098152"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Delima 1 RT 009/002 Kel. Lubang Buaya Kec. Cipayung","57983970","NA","NA","57983970"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Lingkungan MHT RW 04 Kel. Pulo Gebang Kec. Cakung","74664561","NA","NA","74664561"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Lingkungan MHT RW 08 Kel. Jatinegara Kec. Cakung Jakarta Timur","66051159","NA","NA","66051159"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Lingkungan RW. 03 Kel. Lubang Buaya","118459667","NA","NA","118459667"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Lingkungan RW. 08 Kel. Cipinang Muara","217704661","NA","NA","217704661"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Lingkungan di GG Camar RT 08 RW 011 Kel.Cipinang Muara Kec.Jatinegara","35749484","NA","NA","35749484"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Lingkungan di GG Raden dan GG Kudus RT 04 RW 08  Kel.Cipinang Muara Kec.Jatinegara","25121396","NA","NA","25121396"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Mustika Raya Kel. Ciracas Kec. Ciracas Rt 002 / 004","59512137","NA","NA","59512137"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Nian Kastrol RT 008/003 Kel. Setu Kec. Cipayung","34556505","NA","NA","34556505"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang & Saluran RW 03 Kel. Cipinang Besar Selatan","236012231","NA","NA","236012231"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang & Saluran RW 09 Kel. Pondok Kopi","120687974","NA","NA","120687974"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang & Saluran RW. 012 Kel. Cipinang Besar Utara (Tidak Terbayarkan)","182890694","NA","NA","182890694"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang & Saluran RW. 05 Kel. Pisangan Baru (Tidak Terbayarkan)","128581618","NA","NA","128581618"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang 200 Meter di Gg. Al-Qoriah Rt 04/03 Kel. Cibubur Kec. Ciracas","40977299","NA","NA","40977299"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW 01 Kel. Munjul","85529000","NA","NA","85529000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW 010 Kel. Cipinang Besar Selatan","136292986","NA","NA","136292986"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW 03 Kel. Setu","121097523","NA","NA","121097523"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW 04 Kel. Bali Mester","74256045","NA","NA","74256045"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW 05 Kel. Cipinang Cempedak","86381060","NA","NA","86381060"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW. 013 Kel. Klender (Tidak Terbayarkan)","171955697","NA","NA","171955697"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW. 02 Kel. Cibubur (Tidak Terbayarkan)","171881294","NA","NA","171881294"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW. 03 Kel. Kalisari","39427925","NA","NA","39427925"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW. 06 Kel. Cakung Timur","53236174","NA","NA","53236174"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang RW.07 Kel. Kayu Manis","157025805","NA","NA","157025805"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang dan Saluran RW 01 Kel. Lubang Buaya","94065407","NA","NA","94065407"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang dan Saluran RW. 07 Kel. Makasar","175322951","NA","NA","175322951"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang di Gg. Baronang RT 004/013 Kel. Cibubur Kec. Ciracas","57805162","NA","NA","57805162"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/ RW. 01 Kel. Cilangkap","159845314","NA","NA","159845314"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/ RW. 04 Kel. Cipayung","112762887","NA","NA","112762887"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/ RW. 05 Kel. Lubang Buaya","19987411","NA","NA","19987411"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/RW.010 Kel. Baru","169501036","NA","NA","169501036"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/RW.012 Kel. Malaka Jaya","130215775","NA","NA","130215775"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/RW.03 Kel. Susukan","67034214","NA","NA","67034214"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/RW.06 Kel. Pondok Ranggon","182823280","NA","NA","182823280"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Orang/RW.09 Kel. Utan Kayu Utara","76508990","NA","NA","76508990"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Pala 1 RT 007/002 Kel. Lubang Buaya Kec. Cipayung","40838426","NA","NA","40838426"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Raya Centex Gg. H Hanafi RT 016/003 Kel. Ciracas Kec. Ciracas","71292877","NA","NA","71292877"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Saibun RT 008/004 Kel. Susukan Kec. Ciracas","61563900","NA","NA","61563900"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan Suci Gg Leo RT 005/004 Kel. Susukan Kec. Ciracas","32251300","NA","NA","32251300"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan dan Saluran Air di RT 03,08 RW 07 + 200M Kel. Jatinegara Kec. Cakung","37049901","NA","NA","37049901"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di GG Flamboyan RT 03 RW 09,Kel Cipinang Besar Utara Kec. Jatinegara","38250171","NA","NA","38250171"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di GG Langgar RT 01 RW 09 Kel Klender,Kec. Duren Sawit","17841586","NA","NA","17841586"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di Gg. H. Hasan RW 07 + 200M Kel. Jatinegara Kec. Cakung","55144465","NA","NA","55144465"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di Jln Buluh Perindu I RT 016 RW 06 ,Kel. Pondok Bambu Kec. Duren Sawit","39731572","NA","NA","39731572"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di Jln Buluh Perindu RT 01 RW 06 ,Kel. Pondok Bambu Kec. Duren Sawit","33018118","NA","NA","33018118"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di Jln Buluh Perindu RT 018 RW 06 ,Kel. Pondok Bambu Kec. Duren Sawit,","51571839","NA","NA","51571839"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di Jln Kebon Nanas Utara II Otista III RT 16 RW 04 Kel.Cipinang Cempedak Kec.Jatinegara","17799021","NA","NA","17799021"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Jalan di Lingkungan Rw 06 Kel. Pulo Gebang Kec. Cakung","59045800","NA","NA","59045800"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Saluran Air di Lingkungan Rw 03, Rw 04 Kel. Pisangan Timur Kec. Pulo Gadung","92351594","NA","NA","92351594"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan Saluran Air di Puskesmas Jl. Cibubur 1 RT 003/01 Kel. Cibubur Kec. Ciracas","29028964","NA","NA","29028964"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan Gebang Sari Dalam RT 008 RW 05 Kel. Bambu Apus Kec. Cipayung","60101473","NA","NA","60101473"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan Pendidikan RW 05 Kel. Pulo Gebang Kec Cakung Jakarta Timur","78058163","NA","NA","78058163"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di Jl.Kebon sayur 1 Rt01/Rw15 kelurahan Bidaracina,Kecamatan Jatinegara","59856782","NA","NA","59856782"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di Jl.MASJID Rt14/Rw9 kelurahan Bidara cina,Kecamatan Jatinegara","83348199","NA","NA","83348199"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di Jl.Pedati  Rt12/Rw10 kelurahan Bidaracina,Kecamatan Jatinegara","51692017","NA","NA","51692017"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di Jl.gg.Wira kencana VIII Rt01/Rw2 kelurahan Cilangkap,kecamatan Cipayung","92755367","NA","NA","92755367"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di RW 01 Kel. Bambu Apus Kec. Cipayung","51734200","NA","NA","51734200"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di RW 05 Kel. Bambu Apus Kec. Cipayung","100555733","NA","NA","100555733"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan di lingkungan RW. 04 Kel. Ujung Menteng kec. Cakung ","82700342","NA","NA","82700342"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Gang / Jl. Orang di Likngungan RT. 005 / RW. 010 Kel. Cakung Timur","83698249","NA","NA","83698249"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Gang Basro RT. 007 /RW. 06 Kel. Cakung Timur","46742514","NA","NA","46742514"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Gang Gabus I,II,III Rt. 002, RT. 003 / RW. 010 Kel. Cakung Timur","40626219","NA","NA","40626219"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Jl. Cempaka Wangi Dalam Kel. Cakung Timur","46784344","NA","NA","46784344"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Jl. Gebang Intan I Kel. Cakung Timur","46812440","NA","NA","46812440"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Jl. Gebang Mas I Kel. Cakung Timur","46792814","NA","NA","46792814"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Jl. Gebang Mutiara Kel. Cakung Timur","46812440","NA","NA","46812440"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Jl. Mas Naga II Kel. Pulo Gebang","46751565","NA","NA","46751565"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT Jl. Perdana I Kel. Cakung Timur","46736064","NA","NA","46736064"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Perbaikan jalan lingkungan MHT RW 03 Kel. Penggilingan Kec. Cakung","59565861","NA","NA","59565861"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan jalan kamboja 1 Rt 007/01 Kelurahan Kebon pala Kecamatan Makasar Jakarta-timur ","35416333","NA","NA","35416333"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air  Jl. Gg. Buntu / Gg. Jambrong Rt 02 Rw 04 Kelurahan Setu Kecamatan Cipayung Jak-Tim ","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Dari Arah Masjid Nurul Huda Menuju Gerbang Sekolah As-Syafiyah Rt 004 Rw 003 Kelurahan Cilangkap Kecamatan Cipayung Jak-tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Depan SDN 10 / SDN 11 Rt 005 Rw 010 Kelurahan Gedong Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. H. Rimin  Rt 006 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. Koalisi  Rt 002 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. Koalisi  Rt 004 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. Koalisi  Rt 005 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. Swadaya I Rt 003 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. Swadaya II Rt 003 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Gg. Swadaya III Rt 003 Rw 005 Kelurahan Pinang Ranti Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Jl. As-Syafiyah Gang Bidang Budiarti  Rt 001 Rw 003 Kelurahan Cilangkap Kecamatan Cipayung Jak-tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Jl. Kav Rt 003 Rw 001 Kelurahan Ceger Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Jl. Senjol Rt 004 Rw 003 Kelurahan Rambutan Kecamatan ciracas Jak-Tim","NA","NA","NA","NA"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Perbaikan Jalan Dan Saluran Air Rt 006 Rw 010 Kelurahan Gedong Kecamatan Cipayung Jak-Tim","NA","NA","NA","NA"
